logInt	palbo	ox	time	cellID	pepIndex
7.53211530737105	0	0	0	1	1
5.30444270189018	0	0	4	1	1
5.23777765190444	0	0	8	1	1
5.91219043208078	0	0	16	1	1
11.8311031983986	0	0	0	1	2
11.2306085379764	0	0	4	1	2
11.4439681949321	0	0	8	1	2
13.0099723354234	0	0	16	1	2
12.4621695787409	0	0	0	1	3
12.070870315752	0	0	4	1	3
11.1326057327183	0	0	8	1	3
13.5077242989359	0	0	16	1	3
11.2916977544159	0	0	0	1	4
9.47557796999883	0	0	4	1	4
11.1126333048934	0	0	8	1	4
9.4808929120296	0	0	16	1	4
2.82983573737827	0	0	0	1	5
4.1646701296642	0	0	4	1	5
3.96987920933739	0	0	8	1	5
3.63145579122661	0	0	16	1	5
7.96604841626264	0	0	0	1	6
10.9252219006867	0	0	4	1	6
7.12599914890431	0	0	8	1	6
7.74933506938108	0	0	16	1	6
1.67909444777765	0	0	0	1	7
2.84272617222701	0	0	4	1	7
1.3268818706384	0	0	8	1	7
1.54948805792009	0	0	16	1	7
9.06716805955298	0	0	0	1	8
10.3365237704807	0	0	4	1	8
10.6377970396537	0	0	8	1	8
9.25793184914259	0	0	16	1	8
8.73035988532878	0	0	0	2	1
6.78507888492883	0	0	4	2	1
7.01822390626203	0	0	8	2	1
8.1699042833575	0	0	16	2	1
15.1595067104907	0	0	0	2	2
13.4026342218318	0	0	4	2	2
12.5494439968859	0	0	8	2	2
13.6064791098933	0	0	16	2	2
12.6534768679854	0	0	0	2	3
14.9734816458342	0	0	4	2	3
14.0475874445302	0	0	8	2	3
13.917086261518	0	0	16	2	3
13.1606114008885	0	0	0	2	4
13.7793840683098	0	0	4	2	4
11.8331326381315	0	0	8	2	4
11.752527411228	0	0	16	2	4
5.44958520430339	0	0	0	2	5
4.7807961173116	0	0	4	2	5
6.86600703465823	0	0	8	2	5
5.41003391995489	0	0	16	2	5
9.6835409650084	0	0	0	2	6
9.8617335719027	0	0	4	2	6
10.3893423372127	0	0	8	2	6
10.7485308755018	0	0	16	2	6
4.18471761044318	0	0	0	2	7
6.34318950650281	0	0	4	2	7
4.4071600727383	0	0	8	2	7
4.73190953564113	0	0	16	2	7
13.2784346203017	0	0	0	2	8
11.1806567348967	0	0	4	2	8
11.5884592452541	0	0	8	2	8
11.7814996448475	0	0	16	2	8
9.66952943413404	0	0	0	3	1
9.61134162888964	0	0	4	3	1
8.14408049861876	0	0	8	3	1
9.09811624555231	0	0	16	3	1
14.7129182919058	0	0	0	3	2
17.3924105811989	0	0	4	3	2
16.2137076676577	0	0	8	3	2
16.1782554844966	0	0	16	3	2
15.77635054851	0	0	0	3	3
15.2715117219272	0	0	4	3	3
15.0869712142925	0	0	8	3	3
16.4197667176804	0	0	16	3	3
13.0602041662416	0	0	0	3	4
13.1439374929817	0	0	4	3	4
14.4004893036398	0	0	8	3	4
12.7809230297556	0	0	16	3	4
7.77846868647488	0	0	0	3	5
7.45440535114067	0	0	4	3	5
5.65278677676026	0	0	8	3	5
4.78477368512988	0	0	16	3	5
11.1194168534344	0	0	0	3	6
11.9911737709173	0	0	4	3	6
13.9045647854491	0	0	8	3	6
12.1685020912202	0	0	16	3	6
5.17729798428963	0	0	0	3	7
5.46687783153397	0	0	4	3	7
5.59842843384004	0	0	8	3	7
5.62959187219258	0	0	16	3	7
11.6625094244577	0	0	0	3	8
13.602615715669	0	0	4	3	8
11.6315714103707	0	0	8	3	8
14.396368688585	0	0	16	3	8
7.72631774023448	0	0	0	4	1
9.2864569653547	0	0	4	4	1
9.45110121285884	0	0	8	4	1
9.43222090979636	0	0	16	4	1
14.8700533347132	0	0	0	4	2
16.0190146044365	0	0	4	4	2
15.3758697823781	0	0	8	4	2
16.2056486704618	0	0	16	4	2
14.3040468674494	0	0	0	4	3
15.0526002500058	0	0	4	4	3
15.4520508396659	0	0	8	4	3
15.5247988490711	0	0	16	4	3
12.5305274698365	0	0	0	4	4
12.1080394571787	0	0	4	4	4
11.5317731355228	0	0	8	4	4
12.9257870490299	0	0	16	4	4
5.22274516361373	0	0	0	4	5
5.78015156624301	0	0	4	4	5
6.51625534819115	0	0	8	4	5
7.6610706571571	0	0	16	4	5
10.7227496233183	0	0	0	4	6
11.6088965610094	0	0	4	4	6
9.97055950228355	0	0	8	4	6
11.5687358623183	0	0	16	4	6
5.01610396835017	0	0	0	4	7
4.47848808847843	0	0	4	4	7
5.87097251988582	0	0	8	4	7
5.31716737775132	0	0	16	4	7
14.0000579893942	0	0	0	4	8
12.2089998553704	0	0	4	4	8
12.8720983683778	0	0	8	4	8
12.7880348935108	0	0	16	4	8
6.07287185968825	0	0	0	5	1
5.00538505504276	0	0	4	5	1
3.30024560906451	0	0	8	5	1
6.89462486303323	0	0	16	5	1
12.2190224932487	0	0	0	5	2
13.3360457428834	0	0	4	5	2
10.6554944820594	0	0	8	5	2
11.6595809743676	0	0	16	5	2
11.2453641824143	0	0	0	5	3
12.5864581086531	0	0	4	5	3
10.4526955595447	0	0	8	5	3
10.6609438386329	0	0	16	5	3
8.9313950835784	0	0	0	5	4
11.3320322890637	0	0	4	5	4
10.6502959092319	0	0	8	5	4
10.0401485627167	0	0	16	5	4
3.62237447149631	0	0	0	5	5
2.4362388805065	0	0	4	5	5
3.62063497035919	0	0	8	5	5
1.91518864955658	0	0	16	5	5
7.50858298507969	0	0	0	5	6
7.86434237210535	0	0	4	5	6
7.70802004317026	0	0	8	5	6
6.77936878237931	0	0	16	5	6
1.8439559746421	0	0	0	5	7
1.92831854375156	0	0	4	5	7
1.49312277175052	0	0	8	5	7
2.3201652671151	0	0	16	5	7
10.5483549746505	0	0	0	5	8
8.68222717263673	0	0	4	5	8
9.93658051983643	0	0	8	5	8
10.0324361503015	0	0	16	5	8
9.51271574578669	0	0	0	6	1
5.90190430709061	0	0	4	6	1
7.41538435638513	0	0	8	6	1
7.02056133232371	0	0	16	6	1
14.4453654271262	0	0	0	6	2
14.7133905362295	0	0	4	6	2
13.817439300979	0	0	8	6	2
13.8410526928786	0	0	16	6	2
13.8755309980989	0	0	0	6	3
12.6645964159317	0	0	4	6	3
14.9778121448141	0	0	8	6	3
12.7434559573292	0	0	16	6	3
11.9041009049561	0	0	0	6	4
11.3921240907516	0	0	4	6	4
11.7479877268704	0	0	8	6	4
12.5263426581325	0	0	16	6	4
4.91199540015284	0	0	0	6	5
5.40387910480629	0	0	4	6	5
5.05111909496405	0	0	8	6	5
6.08084257029783	0	0	16	6	5
10.9834391469123	0	0	0	6	6
10.2971875043362	0	0	4	6	6
10.2507447008627	0	0	8	6	6
9.62478740049254	0	0	16	6	6
3.10776492578546	0	0	0	6	7
4.07476634703243	0	0	4	6	7
3.63402493042754	0	0	8	6	7
5.64294196525478	0	0	16	6	7
14.0339609443298	0	0	0	6	8
12.6180130132488	0	0	4	6	8
12.016596904539	0	0	8	6	8
11.8767809756159	0	0	16	6	8
11.1444197895535	0	0	0	7	1
10.5817717031749	0	0	4	7	1
8.55737652461946	0	0	8	7	1
9.72221594568989	0	0	16	7	1
14.5119806472437	0	0	0	7	2
17.3692651193082	0	0	4	7	2
15.6944937390203	0	0	8	7	2
16.573827972549	0	0	16	7	2
14.0843372189287	0	0	0	7	3
16.7452695816215	0	0	4	7	3
16.5687735267201	0	0	8	7	3
15.4414310627519	0	0	16	7	3
14.0693586237412	0	0	0	7	4
13.738334056561	0	0	4	7	4
16.005980764314	0	0	8	7	4
14.2658457316125	0	0	16	7	4
8.18013151641253	0	0	0	7	5
6.71141064489255	0	0	4	7	5
9.20993753577767	0	0	8	7	5
6.68733467862793	0	0	16	7	5
10.9819255716512	0	0	0	7	6
9.90918274262681	0	0	4	7	6
12.5354158451674	0	0	8	7	6
14.5193159013596	0	0	16	7	6
6.67662963585165	0	0	0	7	7
6.24641808218713	0	0	4	7	7
5.80826618874426	0	0	8	7	7
5.44383361431008	0	0	16	7	7
13.193185843213	0	0	0	7	8
13.6000483445194	0	0	4	7	8
12.6488128390593	0	0	8	7	8
13.3585700203	0	0	16	7	8
7.17699064824553	0	0	0	8	1
6.08145867572244	0	0	4	8	1
6.95672243335271	0	0	8	8	1
5.2980531972923	0	0	16	8	1
11.7325832108659	0	0	0	8	2
11.9437563935385	0	0	4	8	2
11.484329795466	0	0	8	8	2
10.9746455836371	0	0	16	8	2
11.0854994479839	0	0	0	8	3
10.9941740607861	0	0	4	8	3
13.1621822928729	0	0	8	8	3
12.115804190579	0	0	16	8	3
10.3412821242199	0	0	0	8	4
11.0097430724156	0	0	4	8	4
9.18443537464931	0	0	8	8	4
9.85280624610723	0	0	16	8	4
4.28645620917073	0	0	0	8	5
4.69527837834811	0	0	4	8	5
4.46831389537314	0	0	8	8	5
3.17949847112267	0	0	16	8	5
8.976791101583	0	0	0	8	6
7.43105330517107	0	0	4	8	6
7.65464195365815	0	0	8	8	6
7.32428355486991	0	0	16	8	6
1.44444861327586	0	0	0	8	7
1.23210126252561	0	0	4	8	7
1.94834255605701	0	0	8	8	7
2.70956723537628	0	0	16	8	7
9.97460133637434	0	0	0	8	8
9.08086746016253	0	0	4	8	8
9.98605942131218	0	0	8	8	8
8.61377601867568	0	0	16	8	8
5.74564337858086	0	0	0	9	1
5.75968671674317	0	0	4	9	1
6.0186488629859	0	0	8	9	1
5.86964349559924	0	0	16	9	1
12.3020201160947	0	0	0	9	2
12.7979990755551	0	0	4	9	2
12.9453980206703	0	0	8	9	2
12.4314042885523	0	0	16	9	2
13.3759364433847	0	0	0	9	3
12.2711272006624	0	0	4	9	3
12.2843728194236	0	0	8	9	3
12.3840148317178	0	0	16	9	3
9.40115408325978	0	0	0	9	4
12.3527742857599	0	0	4	9	4
9.97669456055862	0	0	8	9	4
10.1046593903587	0	0	16	9	4
4.61854183826717	0	0	0	9	5
4.48219080058962	0	0	4	9	5
4.27174890081599	0	0	8	9	5
3.33435102097484	0	0	16	9	5
7.92125617315485	0	0	0	9	6
7.71809264103375	0	0	4	9	6
11.0197096709791	0	0	8	9	6
8.36020271599967	0	0	16	9	6
2.85346331018628	0	0	0	9	7
2.43066657045963	0	0	4	9	7
2.00572351120451	0	0	8	9	7
2.61159609473789	0	0	16	9	7
10.6240837533125	0	0	0	9	8
9.8412821462084	0	0	4	9	8
8.43564975102618	0	0	8	9	8
12.4534973656951	0	0	16	9	8
6.8412386934314	0	0	0	10	1
7.44068809874529	0	0	4	10	1
6.48100689904598	0	0	8	10	1
6.30263297449596	0	0	16	10	1
13.3659086816233	0	0	0	10	2
13.7491111150891	0	0	4	10	2
13.9329317906189	0	0	8	10	2
11.2508398077903	0	0	16	10	2
11.4109258030473	0	0	0	10	3
11.3804886502772	0	0	4	10	3
11.3689187641817	0	0	8	10	3
11.1689893415838	0	0	16	10	3
10.7481889139216	0	0	0	10	4
10.7813294381533	0	0	4	10	4
11.6912654609623	0	0	8	10	4
9.11766809144102	0	0	16	10	4
4.868881072129	0	0	0	10	5
3.36505766042752	0	0	4	10	5
4.95484140142457	0	0	8	10	5
4.68380371336687	0	0	16	10	5
8.40521035154357	0	0	0	10	6
8.00709939455504	0	0	4	10	6
6.86258299809639	0	0	8	10	6
8.05337631145017	0	0	16	10	6
1.84527295524971	0	0	0	10	7
2.4576449702969	0	0	4	10	7
2.48059410551757	0	0	8	10	7
2.16187146928092	0	0	16	10	7
9.42146059542758	0	0	0	10	8
10.1963722422082	0	0	4	10	8
9.84672380706109	0	0	8	10	8
9.87564367376647	0	0	16	10	8
6.68560389046527	0	0	0	11	1
7.17506560167696	0	0	4	11	1
6.66800238774623	0	0	8	11	1
5.75859116611132	0	0	16	11	1
12.129578045902	0	0	0	11	2
11.9145889942909	0	0	4	11	2
16.66570450244	0	0	8	11	2
12.9046942953709	0	0	16	11	2
13.1148780407338	0	0	0	11	3
11.8595342555524	0	0	4	11	3
11.2244975639783	0	0	8	11	3
12.1811340816458	0	0	16	11	3
11.0395878810443	0	0	0	11	4
10.3280885908561	0	0	4	11	4
14.0764179404429	0	0	8	11	4
12.230215594744	0	0	16	11	4
4.99734993697924	0	0	0	11	5
4.89972612961493	0	0	4	11	5
5.32260414787043	0	0	8	11	5
6.1021872575156	0	0	16	11	5
9.06652813555484	0	0	0	11	6
9.63845767762272	0	0	4	11	6
9.94782861317706	0	0	8	11	6
9.33843940872759	0	0	16	11	6
3.59329793997681	0	0	0	11	7
6.0893841607677	0	0	4	11	7
3.64647488224259	0	0	8	11	7
2.74491306319359	0	0	16	11	7
12.1680635023444	0	0	0	11	8
12.2779281154641	0	0	4	11	8
11.5458893087432	0	0	8	11	8
11.8031040861926	0	0	16	11	8
6.94383003079502	0	0	0	12	1
6.02366193655048	0	0	4	12	1
5.71840841134201	0	0	8	12	1
6.9976269481819	0	0	16	12	1
13.3085368631257	0	0	0	12	2
13.6910230885055	0	0	4	12	2
12.1266169577241	0	0	8	12	2
13.4692726032234	0	0	16	12	2
14.5472772108431	0	0	0	12	3
12.7261016269732	0	0	4	12	3
11.8012475688563	0	0	8	12	3
11.760200894513	0	0	16	12	3
12.2540853342007	0	0	0	12	4
10.9494605438244	0	0	4	12	4
10.5949073582412	0	0	8	12	4
10.1283887277411	0	0	16	12	4
3.2512459287304	0	0	0	12	5
4.84405391193913	0	0	4	12	5
5.27955714445252	0	0	8	12	5
3.06927335539109	0	0	16	12	5
10.0049350348385	0	0	0	12	6
7.44791993013381	0	0	4	12	6
9.2505983938765	0	0	8	12	6
7.87357803130371	0	0	16	12	6
3.92294834639299	0	0	0	12	7
2.70884339774637	0	0	4	12	7
2.1956724652026	0	0	8	12	7
3.39752747624791	0	0	16	12	7
9.89561827316095	0	0	0	12	8
10.5478252767188	0	0	4	12	8
9.96467493661397	0	0	8	12	8
9.397602276842	0	0	16	12	8
6.32979355366084	0	0	0	13	1
5.86983033720809	0	0	4	13	1
6.99006986366855	0	0	8	13	1
7.13883454111477	0	0	16	13	1
14.3712836937418	0	0	0	13	2
14.4867879666502	0	0	4	13	2
13.5172356617281	0	0	8	13	2
14.2137212305681	0	0	16	13	2
11.5157527291971	0	0	0	13	3
13.1185060219423	0	0	4	13	3
12.3707399438023	0	0	8	13	3
12.6832399666847	0	0	16	13	3
11.0581514841499	0	0	0	13	4
12.6988010251941	0	0	4	13	4
9.55353431593326	0	0	8	13	4
12.2870750694749	0	0	16	13	4
4.783021515656	0	0	0	13	5
5.49448318163872	0	0	4	13	5
5.60794675317316	0	0	8	13	5
4.54788905533879	0	0	16	13	5
8.25566431976628	0	0	0	13	6
9.92843814526805	0	0	4	13	6
11.8065438258977	0	0	8	13	6
10.4033865451536	0	0	16	13	6
4.65555126844878	0	0	0	13	7
4.13320319383385	0	0	4	13	7
2.95396082454371	0	0	8	13	7
4.28537884685968	0	0	16	13	7
11.0829743194105	0	0	0	13	8
13.761427267147	0	0	4	13	8
9.45199118603674	0	0	8	13	8
9.97353918514316	0	0	16	13	8
7.02133227380182	0	0	0	14	1
4.93705043064052	0	0	4	14	1
6.75192351424467	0	0	8	14	1
4.16335610979736	0	0	16	14	1
11.6988126855546	0	0	0	14	2
13.1312871789638	0	0	4	14	2
12.0181812120102	0	0	8	14	2
12.1156634400041	0	0	16	14	2
10.1668043741227	0	0	0	14	3
12.528711216758	0	0	4	14	3
11.9030714224662	0	0	8	14	3
12.4031588625446	0	0	16	14	3
10.3088940761362	0	0	0	14	4
10.0018573388586	0	0	4	14	4
11.5318585197264	0	0	8	14	4
8.53671521468062	0	0	16	14	4
5.603705501239	0	0	0	14	5
2.66421235016703	0	0	4	14	5
3.10596026955818	0	0	8	14	5
3.7624639344879	0	0	16	14	5
8.28858646965715	0	0	0	14	6
7.7578018456982	0	0	4	14	6
8.46963613087534	0	0	8	14	6
6.95516331452121	0	0	16	14	6
2.22810946301912	0	0	0	14	7
2.14430690869498	0	0	4	14	7
1.401074712634	0	0	8	14	7
2.7138983242094	0	0	16	14	7
11.4218497114927	0	0	0	14	8
10.3809528806894	0	0	4	14	8
9.53729083687398	0	0	8	14	8
10.3859836222606	0	0	16	14	8
8.10115464030725	0	0	0	15	1
7.66316521199734	0	0	4	15	1
8.61205667330281	0	0	8	15	1
6.4384750472784	0	0	16	15	1
15.4233383011258	0	0	0	15	2
15.1967284985065	0	0	4	15	2
14.7385246300933	0	0	8	15	2
15.142079646595	0	0	16	15	2
14.1771956518367	0	0	0	15	3
14.5553485459418	0	0	4	15	3
13.7473753006373	0	0	8	15	3
13.8894146057789	0	0	16	15	3
12.0298519166133	0	0	0	15	4
11.9559227659059	0	0	4	15	4
11.6660516037932	0	0	8	15	4
9.70350248927283	0	0	16	15	4
4.63140251061233	0	0	0	15	5
4.84405120811759	0	0	4	15	5
5.14806068510245	0	0	8	15	5
4.37258675798373	0	0	16	15	5
10.9441672547266	0	0	0	15	6
10.8673636941398	0	0	4	15	6
11.5553818084931	0	0	8	15	6
11.2217541459629	0	0	16	15	6
5.11452068963818	0	0	0	15	7
4.55755691235176	0	0	4	15	7
3.77169011937622	0	0	8	15	7
5.43934409676909	0	0	16	15	7
12.432571584569	0	0	0	15	8
9.97539871940931	0	0	4	15	8
11.5370394826453	0	0	8	15	8
9.71577367331173	0	0	16	15	8
8.31163745767896	0	0	0	16	1
7.37079328185268	0	0	4	16	1
7.76486460616001	0	0	8	16	1
7.81250663431517	0	0	16	16	1
15.2240103639028	0	0	0	16	2
15.2895426154537	0	0	4	16	2
14.1820324915754	0	0	8	16	2
16.2888050640498	0	0	16	16	2
16.1230000427973	0	0	0	16	3
14.9654230417165	0	0	4	16	3
14.6905909862205	0	0	8	16	3
14.4267831150604	0	0	16	16	3
13.532885640181	0	0	0	16	4
13.0565453874538	0	0	4	16	4
11.0438240834806	0	0	8	16	4
12.4509432182307	0	0	16	16	4
6.21190345940497	0	0	0	16	5
5.73659553610648	0	0	4	16	5
3.91433224699679	0	0	8	16	5
4.96847479016877	0	0	16	16	5
9.80587755297614	0	0	0	16	6
12.2308638231233	0	0	4	16	6
9.01712217434923	0	0	8	16	6
10.7211466865863	0	0	16	16	6
4.78124524588112	0	0	0	16	7
5.04880040997832	0	0	4	16	7
4.84720168635064	0	0	8	16	7
4.51066437477608	0	0	16	16	7
12.5875853191188	0	0	0	16	8
12.7170843379775	0	0	4	16	8
13.4565322794129	0	0	8	16	8
13.9886999745482	0	0	16	16	8
7.89496533404072	0	0	0	17	1
7.88630183939413	0	0	4	17	1
8.28464974404817	0	0	8	17	1
7.77683547536725	0	0	16	17	1
15.7050859677745	0	0	0	17	2
13.1621700875125	0	0	4	17	2
14.8014602397357	0	0	8	17	2
14.9583968259427	0	0	16	17	2
12.1121047177031	0	0	0	17	3
14.5463268547178	0	0	4	17	3
12.4384630384761	0	0	8	17	3
14.1062331669847	0	0	16	17	3
12.654468603671	0	0	0	17	4
13.0432104734267	0	0	4	17	4
12.7114710218319	0	0	8	17	4
11.9388893614902	0	0	16	17	4
6.14898111473427	0	0	0	17	5
5.57226912948462	0	0	4	17	5
5.76431881377682	0	0	8	17	5
6.35928308193827	0	0	16	17	5
10.4616173759552	0	0	0	17	6
10.2577299227623	0	0	4	17	6
10.1671366129126	0	0	8	17	6
10.7381004697894	0	0	16	17	6
3.36484772083399	0	0	0	17	7
4.69004797826256	0	0	4	17	7
3.48794143701137	0	0	8	17	7
3.75551457603921	0	0	16	17	7
12.9753833949246	0	0	0	17	8
12.7472686799118	0	0	4	17	8
13.7023220998757	0	0	8	17	8
11.2529173217316	0	0	16	17	8
4.47321025584315	0	0	0	18	1
5.61701092900723	0	0	4	18	1
5.14026846935557	0	0	8	18	1
5.83462985290551	0	0	16	18	1
10.9807844001439	0	0	0	18	2
11.1866345711804	0	0	4	18	2
11.8367814660599	0	0	8	18	2
11.7014957974895	0	0	16	18	2
9.67730552773389	0	0	0	18	3
10.6682502171217	0	0	4	18	3
10.9912705096826	0	0	8	18	3
10.8006613266554	0	0	16	18	3
9.38581039265261	0	0	0	18	4
9.32158244490552	0	0	4	18	4
8.90152737867815	0	0	8	18	4
8.97680400124039	0	0	16	18	4
2.99589221485838	0	0	0	18	5
1.71398578129477	0	0	4	18	5
3.32673429840131	0	0	8	18	5
3.87630589142534	0	0	16	18	5
6.08494402302523	0	0	0	18	6
8.88076303389778	0	0	4	18	6
8.45898512814336	0	0	8	18	6
8.78348866004908	0	0	16	18	6
0.239066868830571	0	0	0	18	7
1.33048006247328	0	0	4	18	7
1.17130272918939	0	0	8	18	7
-0.0337961482920337	0	0	16	18	7
9.46517859853731	0	0	0	18	8
10.0486369722104	0	0	4	18	8
10.6447627423631	0	0	8	18	8
9.06472184740599	0	0	16	18	8
8.80513892083742	0	0	0	19	1
7.67965108923092	0	0	4	19	1
7.63899300127898	0	0	8	19	1
5.12962857563707	0	0	16	19	1
14.8465137778218	0	0	0	19	2
15.8155559388289	0	0	4	19	2
12.9810623992844	0	0	8	19	2
13.5006929814012	0	0	16	19	2
13.7441358319726	0	0	0	19	3
13.7797784746644	0	0	4	19	3
13.041101210367	0	0	8	19	3
12.4649567253951	0	0	16	19	3
11.3924518451119	0	0	0	19	4
12.8824770066689	0	0	4	19	4
11.7576840634121	0	0	8	19	4
12.0194777955239	0	0	16	19	4
7.62091137231084	0	0	0	19	5
3.03251424199904	0	0	4	19	5
6.63540432526761	0	0	8	19	5
4.01230855235624	0	0	16	19	5
10.3090073498238	0	0	0	19	6
8.42143090095655	0	0	4	19	6
9.44889512948777	0	0	8	19	6
8.84326455602702	0	0	16	19	6
3.50151131718742	0	0	0	19	7
1.48598831351758	0	0	4	19	7
4.64135636768847	0	0	8	19	7
5.20807411523754	0	0	16	19	7
10.4465615998892	0	0	0	19	8
13.0737642075294	0	0	4	19	8
11.2089040843239	0	0	8	19	8
11.782462902253	0	0	16	19	8
4.67568026324362	0	0	0	20	1
5.53089841515933	0	0	4	20	1
6.21332744715275	0	0	8	20	1
5.05383542630939	0	0	16	20	1
13.0598402889803	0	0	0	20	2
14.1298181613914	0	0	4	20	2
11.0391118976649	0	0	8	20	2
12.2392278123339	0	0	16	20	2
11.3339565911862	0	0	0	20	3
11.7167971849868	0	0	4	20	3
12.5384794894913	0	0	8	20	3
8.56133325242499	0	0	16	20	3
9.78373127828895	0	0	0	20	4
7.60599899197796	0	0	4	20	4
11.7636277284953	0	0	8	20	4
10.3428296456386	0	0	16	20	4
3.76199108117227	0	0	0	20	5
1.64292751405223	0	0	4	20	5
2.80995604742507	0	0	8	20	5
4.32841761291072	0	0	16	20	5
7.22730717476073	0	0	0	20	6
9.96137098831821	0	0	4	20	6
6.78399188221733	0	0	8	20	6
8.24636880405993	0	0	16	20	6
0.536974650319218	0	0	0	20	7
1.98808241462043	0	0	4	20	7
2.16223100656674	0	0	8	20	7
2.6627792258816	0	0	16	20	7
11.1244246713318	0	0	0	20	8
7.86129670098667	0	0	4	20	8
10.2258309737971	0	0	8	20	8
10.7469830284635	0	0	16	20	8
8.08556165585695	0	0	0	21	1
8.01846943061715	0	0	4	21	1
7.30628838090859	0	0	8	21	1
8.54717492067533	0	0	16	21	1
14.5051116432095	0	0	0	21	2
